,actors_list,num_appearances,avg_critics_vote
44064,Jerry Wilson,2,3.75
44065,Jerry Y. Wolking,1,4.8
44066,Jerry Yan,1,5.25
44067,Jerry Ying,1,3.0
44068,Jerry Yu,1,4.0
44069,Jerry Ziesmer,2,9.015
44070,Jerry-Mac Johnston,1,2.9842172840026415
44071,Jersey Joe Walcott,1,8.18
44072,Jery Hewitt,1,6.0
44073,Jeryl Prescott,1,2.984099908848434
44074,Jerzy Fedorowicz,3,7.916666666666667
44075,Jerzy Golinski,1,6.83
44076,Jerzy Gudejko,1,7.29
44077,Jerzy Michal Bozyk,1,9.0
44078,Jerzy Owsiak,1,6.0
44079,Jerzy Radziwilowicz,5,6.917999999999999
44080,Jerzy Radzwilowicz,1,5.75
44081,Jerzy Selnik,1,8.0
44082,Jerzy Skolimowski,7,6.078571428571428
44083,Jerzy Stuhr,9,7.06
44084,Jerzy Trela,3,8.163333333333332
44085,Jerzy Turek,1,8.11
44086,Jerzy Zelnik,1,5.75
44087,Jerzy Zygmunt Nowak,1,7.7
44088,Jerónimo Salas,1,7.395094065029737
44089,Jes Macallan,3,4.031053065650059
44090,Jesdaporn Pholdee,3,4.776666666666666
44091,Jeshua De Horta,1,3.0
44092,Jesi Mandagaran,1,5.458864261122846
44093,Jesica Ahlberg,1,6.0
44094,Jesmark Scicluna,1,6.0
44095,Jesper Asholt,1,6.0
44096,Jesper Barkselius,1,5.0
44097,Jesper Christensen,12,6.468828426287882
44098,Jesper Dupont,1,5.86
44099,Jesper Ganslandt,1,6.5
44100,Jesper Lohmann,1,4.5
44101,Jesper Malm,2,6.280085021167622
44102,Jesper Salomonsen,1,7.45
44103,Jesper Salén,3,5.473333333333334
44104,Jesper Sjövall,1,5.0
44105,Jesper Zuschlag,1,4.550167470398891
44106,Jess A. Cruz,1,1.0
44107,Jess Adams,1,4.0
44108,Jess Brown,3,3.6694424935321632
44109,Jess Collett,1,6.0
44110,Jess Conrad,1,5.0
44111,Jess Fergusson,1,5.560170042335245
44112,Jess Franco,1,6.0
44113,Jess Gabor,1,4.0
44114,Jess Hahn,13,5.423846153846155
44115,Jess Liaudin,3,4.333333333333333
44116,Jess Margera,1,3.6
44117,Jess Osuna,3,6.0
44118,Jess Salgueiro,3,3.872798281558589
44119,Jess Weixler,10,5.962341203498282
44120,Jess Wolfe,1,7.75
44121,Jessalyn Gilsig,1,7.0
44122,Jessalyn Wanlim,2,4.089415738250191
44123,Jessamine-Bliss Bell,1,4.818671806080302
44124,Jesse Albert,2,5.665
44125,Jesse Alexander,1,3.5
44126,Jesse Arthur Carroll,2,7.302436129286421
44127,Jesse Birdsall,1,6.0
44128,Jesse Borrego,8,5.1242843868820485
44129,Jesse Bostick,2,3.908807714846217
44130,Jesse Bradford,14,5.267652423618971
44131,Jesse Brooks,1,4.5495805946278525
44132,Jesse Brown,1,5.0
44133,Jesse Buck,1,2.0
44134,Jesse C. Boyd,4,5.366849497501559
44135,Jesse Camacho,2,3.0
44136,Jesse Cameron-Glickenhaus,1,5.0
44137,Jesse Christian,1,6.5
44138,Jesse Clark,1,3.539695397845706
44139,Jesse Collin,1,3.3544969015132824
44140,Jesse Cordasco,1,6.5
44141,Jesse Corti,2,4.779999999999999
44142,Jesse D. Goins,2,3.774555547005511
44143,Jesse Dabson,2,4.0
44144,Jesse Daly,1,5.0
44145,Jesse Dann,1,4.0
44146,Jesse De Luna,1,2.0
44147,Jesse Draper,1,5.559817916872622
44148,Jesse Ed Davis,1,8.0
44149,Jesse Eisenberg,23,6.018260869565218
44150,Jesse Erwin,1,5.0
44151,Jesse Faggioli,1,4.73466171580607
44152,Jesse Filkow,1,5.458864261122846
44153,Jesse Friedman,1,7.86
44154,Jesse Gabbard,1,6.014694500428535
44155,Jesse Garcia,6,4.939241969408155
44156,Jesse Gervais,1,2.6133507907209617
44157,Jesse Golden,1,4.263663192854067
44158,Jesse Haddock,1,5.6
44159,Jesse Heiman,2,5.085
44160,Jesse Henderson,1,6.59
44161,Jesse Hlubik,2,6.01
44162,Jesse Hoffmann,1,6.0
44163,Jesse Hutch,16,3.9577408958643976
44164,Jesse Jackson,2,6.554470956473768
44165,Jesse Jacobs,1,7.024931822673303
44166,Jesse Jake Golden,1,4.0
44167,Jesse Jam Miranda,1,3.9942198559389954
44168,Jesse James,2,4.0
44169,Jesse James D'Angelo,1,5.459216386585469
44170,Jesse James Rehu Pickery,1,3.9942198559389954
44171,Jesse Janzen,1,4.92
44172,Jesse Johnson,2,4.5
44173,Jesse Keen,1,6.5
44174,Jesse Kinser,1,7.0
44175,Jesse Kuhn,1,7.0
44176,Jesse L. Martin,3,5.0
44177,Jesse LaTourette,1,5.0
44178,Jesse LaVercombe,1,5.5
44179,Jesse Leach,1,6.014811875582742
44180,Jesse Lee Soffer,1,5.0
44181,Jesse Lipscombe,1,4.634177560673122
44182,Jesse Luken,2,4.544116259074791
44183,Jesse McCartney,4,3.8674999999999997
44184,Jesse Merlin,1,2.4288565453137845
44185,Jesse Metcalfe,16,4.372716688804355
44186,Jesse Moss,14,4.507531608280904
44187,Jesse Nagy,1,4.177540349804097
44188,Jesse Noah Gruman,1,5.0
44189,Jesse Pearson,1,7.0
44190,Jesse Pierce,1,6.5
44191,Jesse Plemons,17,5.897636499341704
44192,Jesse Pruett,1,4.550050095244683
44193,Jesse Ramirez,1,5.18
44194,Jesse Rath,2,4.321914003573427
44195,Jesse Reid,1,4.0
44196,Jesse Ruda,1,5.3748541708486135
44197,Jesse Spence,1,3.0
44198,Jesse Spencer,2,5.665
44199,Jesse Stanley,2,5.614967646013415
44200,Jesse Steele,1,2.2434232986729445
44201,Jesse Tejada,1,5.25
44202,Jesse Thibodeau,1,5.004457178183764
44203,Jesse Tyler Ferguson,2,4.375
44204,Jesse Ventura,2,6.535
44205,Jesse Vint,3,5.8100958058298176
44206,Jesse White,10,6.789950637601128
44207,Jesse Williams,7,5.103137955543843
44208,Jesse Zeigler,1,6.0
44209,Jessenia Da Silva,2,4.0
44210,Jessi Burkette,1,2.984334659156849
44211,Jessi Case,2,3.5
44212,Jessi Goei,1,6.384856742784967
44213,Jessi Klein,1,6.5
44214,Jessi Mechler,1,6.21
44215,Jessi Robertson,1,3.994337231093203
44216,Jessica Abrams,1,3.991872352854843
44217,Jessica Abruzzese,1,6.0
44218,Jessica Alba,31,4.833017941600485
44219,Jessica Alexander,1,5.0043398030295565
44220,Jessica Alexandra Green,1,2.0
44221,Jessica Allain,1,5.75
44222,Jessica Amlee,5,4.507318573507658
44223,Jessica Andres,1,4.17
44224,Jessica Angus,1,6.75
44225,Jessica Anne Bogart,1,6.0
44226,Jessica Auriemma,1,4.0
44227,Jessica Barden,4,6.4725
44228,Jessica Barlacchi,1,5.189420924207773
44229,Jessica Barrow,1,5.11
44230,Jessica Barth,4,3.9924999999999997
44231,Jessica Belkin,1,5.459216386585469
44232,Jessica Biel,26,5.0264664317528895
44233,Jessica Blackmore,3,4.723757256003066
44234,Jessica Blank,1,2.0
44235,Jessica Boehers,1,4.0
44236,Jessica Boehrs,1,3.6
44237,Jessica Booker,1,3.33
44238,Jessica Borden,1,5.3748541708486135
44239,Jessica Bowman,1,5.92
44240,Jessica Brooks,1,5.67
44241,Jessica Brown Findlay,9,5.348966892724542
44242,Jessica Cairns,1,5.67
44243,Jessica Campbell,2,7.119999999999999
44244,Jessica Canahuire Laura,1,7.36
44245,Jessica Capshaw,5,5.373341328228976
44246,Jessica Carlson,2,6.109999999999999
44247,Jessica Cauffiel,4,4.2825
44248,Jessica Chaffin,2,4.772367111879026
44249,Jessica Chastain,31,6.377019043899323
44250,Jessica Chung,1,5.0
44251,Jessica Claridge,1,4.0
44252,Jessica Collins,3,4.333333333333333
44253,Jessica Cook,1,6.0
44254,Jessica Craven,1,5.71
44255,Jessica Cressy,2,4.869787725377572
44256,Jessica Darrow,1,5.273783139944628
44257,Jessica De Gouw,3,5.661182796545404
44258,Jessica De Marco,1,6.89
44259,Jessica DeLong,1,3.33
44260,Jessica Dercks,1,2.0
44261,Jessica Dinnage,2,6.8100000000000005
44262,Jessica Dollarhide,1,5.0
44263,Jessica Dublin,5,4.275740403753282
44264,Jessica Duffy,1,7.0
44265,Jessica Dunning,1,7.0
44266,Jessica Elder,1,7.15
44267,Jessica Ellerby,1,5.5602874174894525
44268,Jessica Erickson,1,7.0
44269,Jessica Ervin,1,6.33
44270,Jessica Fallico,1,3.0
44271,Jessica Fontaine,1,5.0
44272,Jessica Fontana,1,6.014811875582742
44273,Jessica Forde,2,6.46
44274,Jessica Frances Dukes,1,5.5
44275,Jessica Franz,1,4.0
44276,Jessica Früh,1,6.0
44277,Jessica Galinas,2,5.004457178183764
44278,Jessica Garcie,2,4.314198708306059
44279,Jessica Gomes,1,4.263663192854067
44280,Jessica Grabowsky,1,7.0
44281,Jessica Graham,1,4.550167470398891
44282,Jessica Greco,1,2.0
44283,Jessica Guadix,1,4.0
44284,Jessica Gunning,1,5.003870302412726
44285,Jessica Haines,1,2.8
44286,Jessica Harmon,7,4.615945285221771
44287,Jessica Harper,10,7.055
44288,Jessica Heafey,2,4.335
44289,Jessica Heap,2,5.322285990700809
44290,Jessica Hecht,7,4.716195933507328
44291,Jessica Henwick,7,5.76
44292,Jessica Hill,1,4.0
44293,Jessica Hobbs,1,3.540047523308329
44294,Jessica Horn,1,3.0
44295,Jessica Hynes,3,6.545005471068349
44296,Jessica Jackson,1,4.0
44297,Jessica Jade Andres,1,1.0
44298,Jessica James,2,4.502111213937674
44299,Jessica Jann,1,1.5
44300,Jessica Joy,1,5.0
44301,Jessica Kate Plummer,1,6.0
44302,Jessica Kayrouz,1,6.0
44303,Jessica Keenan,1,4.0
44304,Jessica Lange,28,6.145886230268539
44305,Jessica Lee Keller,1,2.428034919234331
44306,Jessica Lemon,1,6.0
44307,Jessica Lindsey,1,5.5
44308,Jessica Louthander,1,7.4
44309,Jessica Lowe,1,4.29
44310,Jessica Lowndes,12,4.932755257458149
44311,Jessica Lu,1,3.992224478317466
44312,Jessica Lucas,6,4.455
44313,Jessica Lundberg,1,7.25
44314,Jessica Lundy,2,3.965
44315,Jessica Luza,2,4.6
44316,Jessica Lynn Cohen,1,6.0
44317,Jessica Madsen,2,4.91
44318,Jessica Malka,1,2.75
44319,Jessica Manley,1,3.3541447760506595
44320,Jessica Marais,1,7.0
44321,Jessica Martinez,1,7.5
44322,Jessica Matten,1,4.5
44323,Jessica McLeod,2,4.748820249252917
44324,Jessica McManus,1,7.37
44325,Jessica McNamee,6,5.59
44326,Jessica Medina,1,3.438624366941723
44327,Jessica Meraz,1,2.0
44328,Jessica Mila,1,5.644297507763685
44329,Jessica Minh Anh,1,3.540047523308329
44330,Jessica Moore,4,3.085
44331,Jessica Morris,7,5.986104822275766
44332,Jessica Napier,2,4.5
44333,Jessica Noboa,1,5.644297507763685
44334,Jessica Oyelowo,1,5.5
44335,Jessica Paglialunga,1,3.808903984452363
44336,Jessica Park,1,6.33
44337,Jessica Parker Kennedy,5,4.645381721366166
44338,Jessica Parsons,1,4.0
44339,Jessica Paré,3,6.266666666666667
44340,Jessica Phillips,1,6.384504617322344
44341,Jessica Piccolo Valerani,1,7.17
44342,Jessica Polsky,1,4.5
44343,Jessica Puscas,1,9.045171716854426
44344,Jessica Raine,1,6.283903087035191
44345,Jessica Ransom,1,5.0
44346,Jessica Rookeward,1,5.0
44347,Jessica Rothe,9,5.430608493885122
44348,Jessica Russo,1,3.3532057748169986
44349,Jessica Saris,1,3.8087866092981555
44350,Jessica Schwarz,5,5.835836720392601
44351,Jessica Simpson,4,3.635
44352,Jessica Smith,1,5.004574553337972
44353,Jessica St. Clair,7,5.088959863963957
44354,Jessica Starr Folger,1,6.5
44355,Jessica Steen,6,5.537392553136239
44356,Jessica Stevenson,1,6.8
44357,Jessica Storm Smith,2,2.817088780336561
44358,Jessica Stratton,1,4.0
44359,Jessica Stroup,3,4.266666666666667
44360,Jessica Sula,1,6.45
44361,Jessica Szohr,8,4.57975155279466
44362,Jessica Szoppe,1,5.5
44363,Jessica Tandy,20,6.8145
44364,Jessica Tovey,1,4.1
44365,Jessica Tuck,6,5.052969723469983
44366,Jessica Turner,1,6.0
44367,Jessica Uberuaga,2,4.162227303123705
44368,Jessica VanOss,2,7.265000000000001
44369,Jessica Vano,1,3.540047523308329
44370,Jessica Walter,8,5.462122114543952
44371,Jessica Whitney,1,5.33
44372,Jessica Wight MacDonald,1,8.0
44373,Jessica Williams,6,5.440419235530797
44374,Jessica Young,1,6.570289989425806
44375,Jessie Barr,1,5.004574553337972
44376,Jessie Buckley,11,6.307272727272727
44377,Jessie Cave,1,6.5
44378,Jessie Chapuis,1,4.263311067391444
44379,Jessie Ennis,2,4.322090066304739
44380,Jessie Fraser,4,4.427888510406485
44381,Jessie Jalee,1,5.004691928492179
44382,Jessie James,1,5.09
44383,Jessie Jayne Clancy,1,5.004574553337972
44384,Jessie Keosian,1,7.27
44385,Jessie LI,2,6.5
44386,Jessie Lande,1,1.0
44387,Jessie Matthews,1,6.0
44388,Jessie Mueller,1,4.263076317083029
44389,Jessie Mune,1,7.2
44390,Jessie Nickson,1,4.0
44391,Jessie O'Donohue,1,4.3647342237580515
44392,Jessie Ok Gray,1,6.0
44393,Jessie Pinnick,1,6.33
44394,Jessie Ralph,3,6.543333333333333
44395,Jessie Robins,1,7.28
44396,Jessie Royce Landis,5,6.676
44397,Jessie T. Usher,2,6.0
44398,Jessie Thomas,1,7.29
44399,Jessie Usher,1,5.0
44400,Jessie Ward,2,3.5
44401,Jessie Wiseman,1,6.014694500428535
44402,Jessina Oakes,1,5.5
44403,Jessy Hodges,1,8.0
44404,Jessy Matador,1,4.8
44405,Jessy Maxwell,1,4.5
44406,Jessy Moravec,1,5.5
44407,Jessy Schram,10,4.480380881679927
44408,Jessy Ugolin,7,3.087758629872329
44409,Jessyrielle Massengo,1,5.74489903805084
44410,Jester Caefe,1,5.5
44411,Jesus Emiliano Coltorti,1,5.459216386585469
44412,Jesus Guevara,1,7.024814447519096
44413,Jesus Jr.,1,4.0
44414,Jesus Moises Rodriguez,1,8.0
44415,Jesus Puente,5,5.279987058405366
44416,Jesus Tordesillas,3,4.333333333333333
44417,Jesuthasan Antonythasan,2,6.25
44418,Jesuíta Barbosa,2,7.0
44419,Jesy McKinney,1,3.67
44420,Jeszenia Jimenez,1,5.0
44421,Jesús Aranda,1,6.569703113654768
44422,Jesús Benavide,1,7.2
44423,Jesús Bonilla,2,6.5
44424,Jesús Caba,1,7.4
44425,Jesús Carroza,8,6.906270933799862
44426,Jesús Castejón,1,5.5
44427,Jesús Castro,3,7.113333333333333
44428,Jesús Comaposada,1,8.0
44429,Jesús Ferrer,1,4.817263304229811
44430,Jesús Franco,2,3.1318315964270336
44431,Jesús Guzmán,1,7.395094065029737
44432,Jesús Gómez,1,3.0
44433,Jesús Juárez,1,7.13
44434,Jesús Meza,1,7.1
44435,Jesús Ochoa,5,5.311999999999999
44436,Jesús Vidal,1,5.6
44437,Jet Jurgensmeyer,6,4.805061374881955
44438,Jet Li,29,6.161183089322188
44439,Jet Pagnier,1,5.743960036817179
44440,Jet Tranter,1,5.829143878633488
44441,Jethro Cave,1,8.0
44442,Jetrin Wattanasin,1,4.0
44443,Jett Garner,1,6.0
44444,Jett Gazley,1,5.43
44445,Jett Klyne,4,4.854611213937675
44446,Jett the Dog,1,4.550167470398891
44447,Jette Hering,1,2.0
44448,Jeung-nyeo Ju,1,8.33
44449,Jewel,1,6.29
44450,Jewel Kilcher,1,4.819023931542925
44451,Jewel Lee,1,1.0
44452,Jewel Staite,5,4.384764572654829
44453,Jey Crisfar,1,6.5
44454,Jgor Barbazza,1,3.0
44455,Jharrel Jerome,4,5.326282804105725
44456,Jhey Castles,2,1.6207726481028113
44457,Jho Jenkins,1,6.94
44458,Jho Jhenkins,2,3.83
44459,Jhon Jairo Velásquez V.,1,6.0
44460,Jhon Narváez,1,5.459216386585469
44461,Jhong Hilario,1,7.67
44462,Ji Dae-han,1,7.76
44463,Ji Kyu Im,1,6.570289989425806
44464,Ji Woo,1,5.67
44465,Ji-Eun Lim,1,7.78
44466,Ji-Hoon Jung,1,4.550167470398891
44467,Ji-Soo Kim,1,5.67
44468,Ji-Tu Cumbuka,1,6.0
44469,Ji-Woo Choi,1,6.29
44470,Ji-a Park,1,6.2
44471,Ji-eun Lee,1,6.93
44472,Ji-han Do,1,10.0
44473,Ji-hee Jin,2,5.75
44474,Ji-ho Ahn,1,4.5
44475,Ji-ho Kim,1,5.0
44476,Ji-ho Oh,1,8.0
44477,Ji-hu Park,1,7.664537401944808
44478,Ji-hun Kim,1,5.644180132609478
44479,Ji-hwan Park,1,4.078582071675851
44480,Ji-hye Ahn,1,6.0
44481,Ji-hye Seo,1,4.33
44482,Ji-hye Yun,1,4.0
44483,Ji-hyeon Jeong,1,8.0
44484,Ji-hyeon Nam,1,5.0
44485,Ji-hyo Song,1,7.75
44486,Ji-hyun Park,1,7.0
44487,Ji-min Kwak,1,3.33
44488,Ji-min Park,1,6.67
44489,Ji-ru Sung,1,8.0
44490,Ji-seob So,3,5.056666666666667
44491,Ji-so Jung,1,8.15
44492,Ji-soon Jung,1,7.0
44493,Ji-tae Yu,2,6.822031378727635
44494,Ji-won Ha,1,6.75
44495,Ji-won Uhm,5,7.293867266735207
44496,Ji-won Ye,3,6.776666666666666
44497,Ji-woong Wi,1,10.0
44498,Ji-yeong Kim,2,6.17
44499,Ji-young Kang,1,6.014694500428535
44500,Ji-young Ok,1,2.0
44501,Jia Ler Koh,1,7.33
44502,Jia Mae,1,3.2
44503,Jia Song,1,7.88
44504,Jiadong Xing,1,6.75
44505,Jiahao Guo,1,6.75
44506,Jiajia Chen,1,3.0
44507,Jiajia Wang,1,5.67
44508,Jiajun Zhang,1,7.31
44509,Jiali Ding,1,4.0
44510,Jian Tsao,1,8.67
44511,Jianbin Chen,3,7.5
44512,Jiang Du,2,5.375
44513,Jiang Ling,1,7.0
44514,Jiang Wen,5,7.632
44515,Jiang Wenli,1,7.54
44516,Jianna Ballard,1,4.0
44517,Jiantao Hong,1,5.5
44518,Jianxin Chen,1,6.384974117939175
44519,Jiao Xu,1,6.0
44520,Jiavani Linayao,1,4.0
44521,Jiaxin Wu,1,4.078582071675851
44522,Jiayin Lei,1,6.0
44523,Jibril Goodman,1,6.2
44524,Jie Yan,1,8.0
44525,Jie-Fei Huang,1,7.33
44526,Jieh-Wen King,1,6.67
44527,Jigyasa Yaduwanshi,1,5.5
44528,Jihae,1,5.13
44529,Jihae Song,1,9.0
44530,Jihan Dermelkonian,1,7.0
44531,Jiji Bû,3,6.6933333333333325
44532,Jiji Dan,1,8.0
44533,Jil Milan,1,5.0
44534,Jila Shahi,1,6.67
44535,Jilbert Daniel,1,7.0
44536,Jill Adams,1,7.5
44537,Jill Adler,3,3.8989140553477335
44538,Jill Andre,1,3.67
44539,Jill Baker,2,6.130000000000001
44540,Jill Banner,1,8.33
44541,Jill Bennett,9,6.474468332634135
44542,Jill Carroll,1,4.0
44543,Jill Clayburgh,22,5.618181818181818
44544,Jill Dalton,1,2.0
44545,Jill Eikenberry,10,4.955
44546,Jill Esmond,3,6.80346997883879
44547,Jill Frappier,2,3.5820525684454454
44548,Jill Gannon,1,8.75
44549,Jill Haworth,1,5.0
44550,Jill Hennessy,7,5.199873013430145
44551,Jill Hoiles,2,2.4920499544242167
44552,Jill Ireland,15,5.645333333333334
44553,Jill Jacobson,1,6.0
44554,Jill Jane Clements,2,5.071679253265012
44555,Jill Johnson,1,5.374736795694406
44556,Jill Kill,1,3.0
44557,Jill Klopp,1,4.0
44558,Jill Larson,1,5.0
44559,Jill Marie Jones,2,4.875
44560,Jill McWilliam,1,3.0
44561,Jill Melford,1,3.0
44562,Jill Morrison,8,4.845234285690686
44563,Jill Murphy,1,5.0
44564,Jill Pearson,1,6.0
44565,Jill Pierce,1,5.0
44566,Jill Pratt,2,3.855
44567,Jill Quigg,1,7.16
44568,Jill Remez,1,1.4183844727605992
44569,Jill Ritchie,2,4.626536872573338
44570,Jill Saint John,1,6.0
44571,Jill Schoelen,3,5.423333333333333
44572,Jill Scott,3,4.306682507769443
44573,Jill St. John,8,6.051241911503354
44574,Jill Teed,11,5.549121328607449
44575,Jill Terashita,1,4.33
44576,Jill Wagner,10,4.518142719761595
44577,Jill Whitlow,2,5.715
44578,Jill Winternitz,1,4.0
44579,Jill Zarin,1,4.0
44580,Jillian Anthony,1,5.088702018766412
44581,Jillian Armenante,2,4.0
44582,Jillian Batherson,4,3.8775
44583,Jillian Bell,9,4.591438830341449
44584,Jillian Clare,1,4.33
44585,Jillian Estell,1,5.29
44586,Jillian Fargey,1,5.644297507763685
44587,Jillian Harris,2,5.625
44588,Jillian Henry,1,4.0
44589,Jillian Joy,2,5.004281115452454
44590,Jillian McWhirter,2,6.25
44591,Jillian McWikther,1,6.44
44592,Jillian Murray,5,4.464618897795401
44593,Jillian Nelson,1,2.984334659156849
44594,Jillian Rose Reed,1,2.714656571933361
44595,Jillian Shea Spaeder,1,4.550050095244683
44596,Jillian Spitz,1,7.024931822673303
44597,Jilon VanOver,4,5.583429607992865
44598,Jim Adhi Limas,1,4.0
44599,Jim Anderson,2,6.915
44600,Jim Antonio,2,5.25
44601,Jim Arnold,2,4.077505634666169
44602,Jim Babel,1,7.0
44603,Jim Backus,13,5.666153846153846
44604,Jim Bakkum,1,2.9842172840026415
44605,Jim Bannon,1,8.0
44606,Jim Beach,1,6.0
44607,Jim Beaver,2,5.4
44608,Jim Belushi,1,6.0
44609,Jim Blumetti,1,6.0
44610,Jim Boeven,2,5.0
44611,Jim Bouton,1,8.31
44612,Jim Boyce,1,6.67
44613,Jim Breuer,2,6.25
44614,Jim Broadbent,50,5.978662631124008
44615,Jim Brown,15,6.324666666666667
44616,Jim Buckley,1,6.0
44617,Jim Byrnes,2,5.007171187482956
44618,Jim Calarco,1,3.623822863274147
44619,Jim Capaldi,1,6.0
44620,Jim Carrey,31,5.76
44621,Jim Carter,15,6.049646300028569
44622,Jim Caviezel,22,5.351011150287161
44623,Jim Chad,1,1.0
44624,Jim Christian,1,4.263663192854067
44625,Jim Citty,1,5.0
44626,Jim Cummings,4,5.001143638334493
44627,Jim Dale,3,5.63346912152667
44628,Jim Davis,13,5.798466783305301
44629,Jim DeChamp,1,3.9945719814016183
44630,Jim Dolen,2,5.335
44631,Jim Dougherty,3,5.833333333333333
44632,Jim E Chandler,1,3.540047523308329
44633,Jim Farley,2,7.595
44634,Jim Fitzpatrick,2,4.996933865238186
44635,Jim Ford,1,5.0
44636,Jim Gaffigan,14,5.112729299258002
44637,Jim Gaines,3,3.9133333333333336
44638,Jim Garrison,1,8.0
44639,Jim Gleason,2,3.835
44640,Jim Gooden,1,4.263428442545652
44641,Jim Gordon,1,5.5602874174894525
44642,Jim Gérald,2,7.5
44643,Jim Haynie,5,5.663884184841555
44644,Jim Hayward,1,5.0
44645,Jim Helton,1,2.5
44646,Jim Henson,2,7.5
44647,Jim High,2,5.05
44648,Jim Holt,1,2.0
44649,Jim Hutton,8,5.8825
44650,Jim Jarmusch,6,6.56
44651,Jim Jepson,5,5.263711598018317
44652,Jim Kelly,1,7.54
44653,Jim Keltner,1,6.0
44654,Jim Klock,6,5.250413043631936
44655,Jim Knobeloch,2,6.095000000000001
44656,Jim Ladd,1,7.29
44657,Jim Lau,1,6.014694500428535
44658,Jim Liu,2,5.0
44659,Jim Lovell,1,5.273783139944628
44660,Jim Mahoney,1,4.550050095244683
44661,Jim Malinda,1,4.0
44662,Jim Maniaci,1,6.0
44663,Jim Mason,2,8.25
44664,Jim McManus,1,6.89
44665,Jim McMullan,1,6.0
44666,Jim Meisner Jr.,1,6.5
44667,Jim Meskimen,1,2.0
44668,Jim Metzler,5,6.223999999999999
44669,Jim Moody,2,6.5
44670,Jim Morrison,3,6.204779077031067
44671,Jim Moss,1,3.6
44672,Jim Ng,1,3.5399301481541214
44673,Jim Nolfi,1,8.0
44674,Jim Norton,6,5.72
44675,Jim O' Heir,1,5.55993529202683
44676,Jim O'Heir,9,4.37119173364409
44677,Jim O'Rear,1,6.0
44678,Jim Ortlieb,1,4.0
44679,Jim Parrack,6,5.640000000000001
44680,Jim Parsons,6,6.158136994309497
44681,Jim Piddock,6,5.2683333333333335
44682,Jim Powers,1,2.7985492870533863
44683,Jim Rash,2,4.25
44684,Jim Reed,1,4.0
44685,Jim Sarbh,2,5.0
44686,Jim Shepard,1,7.0
44687,Jim Shield,3,5.191621514254592
44688,Jim Siedow,1,4.8
44689,Jim Simpson,1,4.67
44690,Jim Storm,2,5.574907672468134
44691,Jim Sturgeon,2,5.17
44692,Jim Sturgess,16,4.97636783895364
44693,Jim Tavaré,1,4.0
44694,Jim Thorburn,8,5.251497436741273
44695,Jim Toney,1,4.0
44696,Jim Trudell,1,6.0
44697,Jim True,1,7.5
44698,Jim Valdez,1,2.0
44699,Jim Van Bebber,1,3.0
44700,Jim Varney,1,6.0
44701,Jim Ward,1,8.0
44702,Jim Warny,1,6.0
44703,Jim Watson,2,4.311794056482865
44704,Jim van der Woude,4,5.895
44705,Jimel Atkins,1,5.55993529202683
44706,Jimena Anganuzzi,1,2.0
44707,Jimena Frontera,1,6.0
44708,Jimena Guerra,1,5.5
44709,Jimena Hoyos,1,4.0
44710,Jimena Jiménez,1,8.2
44711,Jimi Durotoye,1,5.0
44712,Jimi Hendrix,2,6.212168615546601
44713,Jimi Mistry,5,4.304
44714,Jimi Zhivago,1,8.0
44715,Jimmi Edlund,1,6.0
44716,Jimmi Simpson,8,4.928587752345802
44717,Jimmi il fenomeno,1,3.33
44718,Jimmie Dale Gilmor,1,8.39
44719,Jimmie Dundee,1,6.570055239117391
44720,Jimmie F. Skaggs,2,5.165
44721,Jimmie Fails,2,7.4
44722,Jimmie Ray Weeks,1,4.0
44723,Jimmie Walker,1,8.0
44724,Jimmy 'Jax' Pinchak,1,5.09
44725,Jimmy 'The Bee' Bennett,1,4.0
44726,Jimmy Akingbola,3,6.479642118259181
44727,Jimmy Au,1,8.0
44728,Jimmy Baird,1,6.33
44729,Jimmy Barnatán,1,2.0
44730,Jimmy Bellinger,2,3.8893721570161426
44731,Jimmy Bennett,10,4.987910938334642
44732,Jimmy Bridges,2,3.2144282726568925
44733,Jimmy Briscoe,1,3.25
44734,Jimmy Buffett,2,6.7
44735,Jimmy Butler,1,7.33
44736,Jimmy Carl Black,1,5.5
44737,Jimmy Carr,2,6.9
44738,Jimmy Carter,1,6.0
44739,Jimmy Caspeur,1,5.5
44740,Jimmy Caspeur Leblanc,1,5.0
44741,Jimmy Castro,1,8.0
44742,Jimmy Chhiu,1,4.0
44743,Jimmy Chimarios,1,5.5602874174894525
44744,Jimmy Chin,1,5.560170042335245
44745,Jimmy Chung,1,6.570407364580014
44746,Jimmy Chunga,1,4.0
44747,Jimmy Clanton,1,4.0
44748,Jimmy Clem,2,4.5
44749,Jimmy Cliff,3,6.609999999999999
44750,Jimmy Coleman,1,8.0
44751,Jimmy Conlin,3,6.166666666666667
44752,Jimmy Cross,1,6.014577125274327
44753,Jimmy Cummings,1,2.0
44754,Jimmy Dean,1,5.75
44755,Jimmy Deshler,1,4.263193692237237
44756,Jimmy Durante,7,6.5
44757,Jimmy Fagg,1,6.0
44758,Jimmy Fallon,4,5.75
44759,Jimmy Fontana,1,4.0
44760,Jimmy Gary Jr.,1,6.0
44761,Jimmy Ghione,1,5.088467268457997
44762,Jimmy Gimferrer,1,4.6
44763,Jimmy Gonzales,4,5.776957157141327
44764,Jimmy Hanley,2,7.875
44765,Jimmy Hayes,1,7.5
44766,Jimmy Herman,2,7.015
44767,Jimmy Hunt,3,6.133180290432779
44768,Jimmy Jean-Louis,5,4.6
