,actors_list,num_appearances,avg_critics_vote
44769,Jimmy Kimmel,2,4.75
44770,Jimmy Knights,1,5.6
44771,Jimmy Labeeu,1,2.4288565453137845
44772,Jimmy Laine,1,5.89
44773,Jimmy Lee Jr.,1,3.25
44774,Jimmy Lindström,2,5.374795483271511
44775,Jimmy Lydon,4,6.513626154330586
44776,Jimmy Marsden,1,5.0
44777,Jimmy Nail,2,6.71
44778,Jimmy Noonan,1,7.88
44779,Jimmy O'Dea,2,7.654999999999999
44780,Jimmy O'Neill,1,6.0
44781,Jimmy O. Yang,7,5.364834665951853
44782,Jimmy Odukoya,1,8.0
44783,Jimmy Page,3,6.004937291860915
44784,Jimmy Palmiotti,1,3.253543245763506
44785,Jimmy Palumbo,2,4.1549637881088834
44786,Jimmy Ritz,1,4.0
44787,Jimmy Rogers,1,8.0
44788,Jimmy Roselli,1,7.0
44789,Jimmy Shaw,3,7.190096663141936
44790,Jimmy Shergill,1,5.2
44791,Jimmy Simpson,1,2.0
44792,Jimmy Smits,12,4.905
44793,Jimmy Tapp,1,6.0
44794,Jimmy Tatro,6,4.784035356688322
44795,Jimmy Townsend,4,5.547171208525393
44796,Jimmy Trash,1,6.25
44797,Jimmy Wakely,1,6.0
44798,Jimmy Wales,1,6.0
44799,Jimmy Walker,1,4.5
44800,Jimmy Wilde,1,7.89
44801,Jimmy Woha,1,5.33
44802,Jimmy Wong,1,6.6
44803,Jimmy Workman,2,5.970000000000001
44804,Jimmy Yuill,2,6.1
44805,Jimmy de Brabant,1,3.8084344838355326
44806,Jimmy il Fenomeno,13,4.429230769230769
44807,Jin Akanishi,1,4.08
44808,Jin Chen,1,3.438624366941723
44809,Jin Goo,1,7.0
44810,Jin Hee Lee,1,6.5
44811,Jin Jeong,1,6.2
44812,Jin Katagiri,1,6.0
44813,Jin Kuroinu,1,7.14
44814,Jin Kyu Kim,1,8.33
44815,Jin Kyung,1,6.13
44816,Jin Mai Jaho,1,4.25
44817,Jin Muraki,1,6.0
44818,Jin Musa,1,6.0
44819,Jin Shi-Jye,1,6.5
44820,Jin Shuyuan,1,8.0
44821,Jin Sing,1,6.0
44822,Jin Xuan Mao,1,4.0
44823,Jin Yong-Ok,1,7.29
44824,Jin Zhang,4,4.549767842670376
44825,Jin-Sung Yang,1,8.67
44826,Jin-Woong Cho,2,6.17
44827,Jin-Yeong Jeong,2,7.5
44828,Jin-Young Jang,1,6.67
44829,Jin-ah Kim,2,7.25
44830,Jin-hee Ji,1,8.0
44831,Jin-hie Han,1,7.83
44832,Jin-ho Choi,1,7.0
44833,Jin-mo Ju,1,6.5
44834,Jin-seok Yang,1,10.0
44835,Jin-woo Lee,1,8.0
44836,Jin-woo Park,1,6.0
44837,Jin-woong Jo,4,6.5825
44838,Jin-young Jung,2,4.322031378727635
44839,Jina Panebianco,1,3.0
44840,Jinah Kang,1,8.0
44841,Jing Jue,1,8.0
44842,Jing Liang,1,4.0
44843,Jing Lusi,2,5.75
44844,Jing Wu,3,3.716666666666667
44845,Jing Yuan,1,5.67
44846,Jing-hung Kwok,1,7.0
44847,Jingchu Zhang,9,5.7502641438000275
44848,Jingchun Wang,2,6.79
44849,Jingfei Guo,1,6.0
44850,Jingi Irie,1,7.0
44851,Jingjing Qu,1,4.25
44852,Jinglei Xu,3,5.0
44853,Jingyi Huang,1,7.67
44854,Jinhi Evans,1,1.3339048818695356
44855,Jinny Lofthouse,1,5.0
44856,Jinny Wong,1,5.004574553337972
44857,Jinpa,2,5.79
44858,Jinpachi Nezu,1,9.25
44859,Jinrei Ma,1,7.0
44860,Jinx Falkenburg,1,7.6
44861,Jinyoung Park,1,6.0
44862,Jip Wijngaarden,1,6.33
44863,Jirantanin Pitakporntrakul,1,6.67
44864,Jiri Langmajer,1,8.0
44865,Jiri Menzel,3,6.876666666666668
44866,Jiri Nemec,1,8.25
44867,Jiri Sovak,1,7.0
44868,Jiri Stanislav,1,7.78
44869,Jirina Bohdalová,2,7.5
44870,Jirina Myskova,1,7.56
44871,Jirina Sejbalová,1,8.0
44872,Jirka Zett,1,5.67
44873,Jiro Okazaki,1,3.624057613582562
44874,Jiro Ono,1,7.0
44875,Jiro Sakagami,1,9.045171716854426
44876,Jiro Wang,1,4.0
44877,Jirí Cejnek,1,6.0
44878,Jirí Kodet,2,7.0
44879,Jirí Krytinár,1,8.29
44880,Jirí Lábus,3,8.801738004040098
44881,Jirí Machácek,1,6.8
44882,Jirí Schmitzer,1,7.0
44883,Jirí Slitr,1,6.33
44884,Jirí Vrstála,1,7.0
44885,Jirí Zapletal,1,3.67
44886,Jirô Chiba,1,8.0
44887,Jirô Satô,2,5.922036564685217
44888,Jiselle Henderkott,1,6.67
44889,Jitka Bendová,1,7.2
44890,Jitka Cerhová,1,7.56
44891,Jitka Cvancarová,1,4.57
44892,Jitka Horejsi,1,8.035051769763864
44893,Jitka Novákova,1,8.0
44894,Jitka Zelenohorská,2,7.5
44895,Jitsuko Yoshimura,2,8.165
44896,Jivko Juranov,1,4.549815344936268
44897,Jo Anderson,2,6.0
44898,Jo Ann Brody,1,8.31
44899,Jo Ann Pflug,3,6.586666666666666
44900,Jo Anne Worley,1,6.0
44901,Jo Champa,9,5.699999999999999
44902,Jo Chim,1,2.0
44903,Jo Deok-hyeon,1,7.0
44904,Jo Deseure,1,5.67
44905,Jo Ellen Pellman,1,4.33
44906,Jo Excoffier,1,7.5
44907,Jo Garso,1,6.33
44908,Jo Han-Chul,1,6.3
44909,Jo Hartley,7,5.906942756875474
44910,Jo Henderson,1,8.0
44911,Jo Hiroshi,1,5.0
44912,Jo Jae-Ryong,2,6.835
44913,Jo Jae-hyeon,4,7.1925
44914,Jo Jae-yoon,1,4.078582071675851
44915,Jo Jo Deville,1,3.0
44916,Jo Kelly,1,4.0
44917,Jo Kern,1,5.75
44918,Jo Marie Payton,3,5.2792353698461305
44919,Jo Marr,1,4.263663192854067
44920,Jo Martin,1,6.0
44921,Jo Mei,1,5.088702018766412
44922,Jo Min-soo,1,7.29
44923,Jo Morrow,3,7.433333333333334
44924,Jo Peignot,1,6.0
44925,Jo Prestia,5,6.49
44926,Jo Sung,1,5.5
44927,Jo Van Fleet,7,7.045714285714285
44928,Jo Wheatley,1,5.0043398030295565
44929,Jo Woodcock,1,3.47
44930,Jo Yang,1,7.0
44931,Jo-Ann Robinson,1,7.0
44932,Jo-Anne Stockham,1,5.828909128325073
44933,JoAnna Garcia Swisher,2,3.75
44934,JoBeth Williams,16,5.642437434181204
44935,JoJo D'Amore,1,6.0
44936,Joa Jappont,1,6.67
44937,Joachim Bauer,1,9.0
44938,Joachim Bernhard,1,9.0
44939,Joachim Bissmeier,1,4.9
44940,Joachim Calmeyer,2,7.05
44941,Joachim Dietmar Mues,1,2.0583421774947275
44942,Joachim Fuchsberger,6,4.57
44943,Joachim Hackethal,1,5.0
44944,Joachim Hansen,6,6.263401656086061
44945,Joachim Kretzer,2,6.4399999999999995
44946,Joachim Krol,7,5.920058194940002
44947,Joachim Lamza,1,6.0
44948,Joachim Ledeganck,1,5.87
44949,Joachim Paul Assböck,6,5.679169402200841
44950,Joachim Sigl,1,1.0
44951,Joachim Staaf,1,3.624057613582562
44952,Joachim Teege,1,3.9945719814016183
44953,Joachim Wolff,1,8.0
44954,Joachim von Mengershausen,1,5.5
44955,Joahanna Santos Polanco,1,1.0
44956,Joakim Latzko,1,3.068462124585289
44957,Joakim Lindblad,1,6.0
44958,Joakim Nätterqvist,1,6.0
44959,Joakim Olsson,1,6.5
44960,Joakim Skarli,2,5.5649999999999995
44961,Joan Allen,22,6.417272727272728
44962,Joan Baez,4,7.4399999999999995
44963,Joan Barclay,1,4.5
44964,Joan Barry,1,6.22
44965,Joan Bennett,15,7.3839999999999995
44966,Joan Blackham,1,5.5
44967,Joan Blackman,2,6.125
44968,Joan Blondell,17,7.097647058823529
44969,Joan Botey,1,7.0
44970,Joan Call,1,5.22
44971,Joan Carreras,1,4.817263304229811
44972,Joan Carroll,1,6.0
44973,Joan Caulfield,6,6.158182739915818
44974,Joan Chandler,1,8.23
44975,Joan Chen,13,5.91616692633348
44976,Joan Collins,30,5.284801920452752
44977,Joan Copeland,1,6.569703113654768
44978,Joan Crawford,33,6.753939393939394
44979,Joan Crosas,1,6.570289989425806
44980,Joan Cusack,32,5.7562145885331
44981,Joan Dalmau,1,5.79
44982,Joan Darling,1,7.0
44983,Joan Davis,2,6.0
44984,Joan Dixon,1,8.0
44985,Joan Elan,2,6.0
44986,Joan Ellen Delaney,1,4.449096439494908
44987,Joan Evans,5,5.961717443109712
44988,Joan Fontaine,23,6.898260869565218
44989,Joan Fort,1,2.67
44990,Joan Freeman,4,5.974867090836588
44991,Joan Gardner,3,7.0
44992,Joan Gerber,1,5.0
44993,Joan Greenwood,9,7.509410785818321
44994,Joan Gregson,4,5.268672982123045
44995,Joan Grisson,1,5.0
44996,Joan Hackett,6,7.243333333333333
44997,Joan Halifax,1,6.09858721554856
44998,Joan Hart,1,6.5
44999,Joan Harvey,1,6.0
45000,Joan Harwick,1,4.0
45001,Joan Hickson,1,8.0
45002,Joan Hills,1,4.0
45003,Joan Hoffman,1,8.38
45004,Joan Jett,2,5.718712773293122
45005,Joan Juliet Buck,1,5.06
45006,Joan Leslie,11,6.17638999903871
45007,Joan Lorring,5,7.2
45008,Joan Massotkleiner,1,6.014811875582742
45009,Joan Maude,1,7.664420026790601
45010,Joan McCall,1,4.5
45011,Joan Mihailov,1,2.613820291337792
45012,Joan Negrié,1,6.5
45013,Joan O'Brien,5,7.140000000000001
45014,Joan O'Hara,1,8.0
45015,Joan Pape,1,6.33
45016,Joan Pera,1,3.0
45017,Joan Plowright,22,5.871344572483085
45018,Joan Ponç,1,6.0
45019,Joan Powers,1,3.35461427666749
45020,Joan Prather,2,5.189538299361981
45021,Joan Rice,2,6.5
45022,Joan Rivers,1,6.0
45023,Joan Riveyre,1,9.0
45024,Joan Rudelstein,1,5.5
45025,Joan Severance,13,5.133011865426819
45026,Joan Shawlee,3,7.043333333333334
45027,Joan Sheehy,1,7.78
45028,Joan Sims,1,5.67
45029,Joan Staley,2,7.025
45030,Joan Swinstead,1,6.33
45031,Joan Taylor,6,5.75
45032,Joan Tetzel,2,7.5649999999999995
45033,Joan Van Ark,4,4.7334157982135165
45034,Joan Vohs,2,5.0
45035,Joan Welden,1,7.71
45036,Joan Weldon,4,6.256086236725566
45037,Joan Woodbury,2,5.25
45038,Joan Young,1,8.0
45039,Joan-Carol Bensen,1,4.0
45040,Joana Azevedo,2,6.25
45041,Joana Barrios,2,6.0
45042,Joana Borja,1,5.0
45043,Joana Bárcia,3,7.00156397616406
45044,Joana Curvo,1,8.0
45045,Joana Medeiros,2,5.25
45046,Joana Metrass,1,5.187777672048866
45047,Joana Perey,1,5.644297507763685
45048,Joana Preiss,5,5.95
45049,Joana Ribeiro,1,6.36
45050,Joanie Tomsky,1,7.33
45051,Joanna 'JoJo' Levesque,3,4.21
45052,Joanna Adler,4,5.679697295308627
45053,Joanna Angel,2,3.026457079448173
45054,Joanna Arnow,1,6.654417454854248
45055,Joanna Bacalso,2,5.665
45056,Joanna Bacon,1,6.73
45057,Joanna Barnes,2,5.125
45058,Joanna Bobin,1,2.0
45059,Joanna Borer,1,5.0
45060,Joanna Brookes,1,5.374267295077575
45061,Joanna Brumley,1,7.5805273116705765
45062,Joanna Cameron,1,7.0
45063,Joanna Canton,1,5.5602874174894525
45064,Joanna Cassidy,30,5.9431215595097076
45065,Joanna Cecylia Moskwa,1,3.27
45066,Joanna Chatton,1,4.0
45067,Joanna Chilcoat,1,6.0
45068,Joanna Chou,1,8.0
45069,Joanna Daniel,1,2.0
45070,Joanna David,1,2.4288565453137845
45071,Joanna Dolan,1,6.098821965856975
45072,Joanna Douglas,2,4.5
45073,Joanna Dunham,1,7.0
45074,Joanna Ferkic,1,7.0
45075,Joanna Garcia,1,4.0
45076,Joanna Gentry,1,1.0
45077,Joanna Gleason,7,5.378571428571428
45078,Joanna Glushak,1,3.624057613582562
45079,Joanna Going,6,4.18
45080,Joanna Hastings,1,4.549345844319437
45081,Joanna Herrington,1,5.457455759272355
45082,Joanna Hole,2,4.644351009383206
45083,Joanna Howard,3,5.489852727306851
45084,Joanna Jedryka,1,7.75
45085,Joanna Johnson,1,3.67
45086,Joanna Kanska,1,6.0
45087,Joanna Kerns,18,5.079452546377422
45088,Joanna Kulig,5,5.971050232702693
45089,Joanna Larequi,1,8.0
45090,Joanna Lee,1,5.0
45091,Joanna Litwin,1,7.4
45092,Joanna Lumley,13,5.644949215617658
45093,Joanna Macey,1,6.09858721554856
45094,Joanna McCallum,1,6.0
45095,Joanna Merlin,2,7.085
45096,Joanna Miles,3,5.743429139163151
45097,Joanna Moore,5,6.214
45098,Joanna Moukarzel,1,6.38
45099,Joanna Newsom,1,7.36
45100,Joanna Numata,1,5.85
45101,Joanna Pacula,22,4.868397127077018
45102,Joanna Page,3,5.7247408092917835
45103,Joanna Pavlis,1,4.0
45104,Joanna Pettet,1,7.71
45105,Joanna Phillips-Lane,1,6.0
45106,Joanna Preiss,1,4.63
45107,Joanna Riding,1,5.84
45108,Joanna Roos,2,7.415
45109,Joanna Sanders,1,4.5
45110,Joanna Scanlan,6,5.88808622728378
45111,Joanna Shimkus,4,6.25
45112,Joanna Szcerbic,1,8.0
45113,Joanna Szczepkowska,1,7.7
45114,Joanna Szczerbic,1,8.0
45115,Joanna Taylor,1,4.0
45116,Joanna Trzepiecinska,1,4.0
45117,Joanna Vanderham,1,7.18
45118,Joanna Weinberg,1,6.0
45119,Joanne Baron,9,5.351776039573552
45120,Joanne Boland,2,5.75
45121,Joanne Crawford,2,7.0
45122,Joanne Côté,1,6.83
45123,Joanne Dru,13,6.460370144275596
45124,Joanne Froggatt,8,6.34375
45125,Joanne Gale,1,3.7247765190239233
45126,Joanne Heywood,1,6.0
45127,Joanne Kelly,7,4.8810959448930475
45128,Joanne Kimm,2,5.257171187482956
45129,Joanne Linville,2,4.625
45130,Joanne Moore Jordan,1,4.73466171580607
45131,Joanne Nail,3,4.666666666666667
45132,Joanne Pearce,1,7.0
45133,Joanne Samuel,1,6.91
45134,Joanne Shenandoah,1,7.0
45135,Joanne Tucker,1,7.33
45136,Joanne Vannicola,1,4.0
45137,Joanne Watkins,1,4.0
45138,Joanne Whalley,19,5.430526315789474
45139,Joanne Woodward,24,6.7774459174486
45140,Joanny Corbeil-Picher,1,5.0
45141,Joaquim Carvalho,1,5.5
45142,Joaquim Cortez,1,6.92
45143,Joaquim De Almeida,24,5.498685921857721
45144,Joaquim Leitão,1,8.0
45145,Joaquim Pinto,1,7.0
45146,Joaquin Climent,2,6.3
45147,Joaquin Del Paso,1,6.0
45148,Joaquin Garay III,1,5.0
45149,Joaquin Phoenix,32,6.620625
45150,Joaquin Rapalini Olivella,1,6.0
45151,Joaquina Kalukango,1,5.88
45152,Joaquín Blanco,1,2.0
45153,Joaquín Cordero,2,5.785
45154,Joaquín Cortés,1,3.0
45155,Joaquín Cosio,6,5.950614418103458
45156,Joaquín Ferrer,1,4.0
45157,Joaquín Furriel,6,6.21983732192382
45158,Joaquín Hinojosa,1,6.0
45159,Joaquín Martínez,2,6.955
45160,Joaquín Notario,1,6.56
45161,Joaquín Núñez,2,7.7
45162,Joaquín Ortega,1,6.5
45163,Joaquín Parra,1,0.9642121401299331
45164,Joaquín Reyes,2,5.835
45165,Joaquín Roa,1,6.4
45166,Joavany Alvarez,1,4.5
45167,Jobby Valente,1,6.0
45168,Joby Baker,1,6.0
45169,Jobyna Ralston,5,8.059999999999999
45170,Joca,1,6.0
45171,Jocelin Donahue,7,5.39004105964135
45172,Jocelin Haas,1,6.283903087035191
45173,Jocelyn Ayanna,1,6.5
45174,Jocelyn Brando,4,7.42
45175,Jocelyn DeBoer,3,4.89
45176,Jocelyn Forgues,1,4.0
45177,Jocelyn Gauthier,1,6.755018985141401
45178,Jocelyn Hudon,3,4.886482868915054
45179,Jocelyn Jone,1,6.67
45180,Jocelyn Jones,2,5.970000000000001
45181,Jocelyn Lagarrigue,1,5.0
45182,Jocelyn Lane,4,4.998642995350405
45183,Jocelyn Osorio,1,3.0
45184,Jocelyn Panton,2,4.128941524396532
45185,Jocelyn Quivrin,5,5.506
45186,Jocelyn Seagrave,2,4.0
45187,Jocelyn Shelfo,1,6.0
45188,Jocelyne Chaouat,2,2.7649637881088838
45189,Jocelyne Desverchère,1,7.5
45190,Jocelyne Loewen,4,4.799789226663688
45191,Jocelyne Maillard,1,6.0
45192,Jocelyne Zucco,3,4.920095805829818
45193,Jochen Barkas,1,4.078347321367436
45194,Jochen Brockmann,1,2.0
45195,Jochen Horst,7,3.6809763772462154
45196,Jochen Hägele,3,4.741670423110779
45197,Jochen Kolenda,3,4.269193672858374
45198,Jochen Nickel,3,4.988031588325242
45199,Jochen Otten,1,4.634177560673122
45200,Jochen Schropp,4,3.5117248161317316
45201,Jochen Schröder,1,3.83
45202,Jochum ten Haaf,1,5.5
45203,Jock Campbell,1,3.9945719814016183
45204,Jock Ferguson,1,4.33
45205,Jock Mahoney,11,5.681818181818182
45206,Jock McLeod,1,7.0
45207,Jodelle Ferland,14,5.101958798912643
45208,Jodhi May,15,6.822583817192253
45209,Jodi Balfour,1,5.828791753170865
45210,Jodi Draigie,1,3.5
45211,Jodi Gordon,1,6.0
45212,Jodi Larratt,2,4.36899631198423
45213,Jodi Long,2,6.575
45214,Jodi Lyn Brockton,2,3.9349999999999996
45215,Jodi Lyn O'Keefe,6,4.685762425556329
45216,Jodi Sadowsky,2,4.5674482330572435
45217,Jodi Thelen,2,7.145
45218,Jodi Van Prang,1,3.538756396612045
45219,Jodie Ahlborn,1,2.4288565453137845
45220,Jodie Comer,5,6.785981188122496
45221,Jodie Foster,41,6.53609756097561
45222,Jodie Hay,1,5.374384670231783
45223,Jodie Jacobs,1,4.8
45224,Jodie Jameson,1,4.5
45225,Jodie Leslie Ahlborn,1,4.0
45226,Jodie Markell,1,7.11
45227,Jodie McNee,1,4.448744314032285
45228,Jodie Rimmer,1,6.280381832408962
45229,Jodie Sweetin,4,4.979218764246321
45230,Jodie Turner-Smith,3,5.19
45231,Jodie Whittaker,9,5.301807302968813
45232,Jodine Remond,1,2.0
45233,Jody Baldwin,1,6.0
45234,Jody Excell,1,4.67
45235,Jody Gilbert,1,8.09
45236,Jody Graber,2,7.715
45237,Jody Hanson,1,3.16918103002665
45238,Jody Lawrence,1,8.0
45239,Jody Maxwell Cary Lacy,1,5.0
45240,Jody McCrea,1,4.0
45241,Jody Racicot,3,4.457932598153582
45242,Jody Richardson,2,4.0
45243,Jody Thompson,6,4.713327671430737
45244,Joe 'Flash' Riley,1,3.5
45245,Joe Abbate,1,6.0
45246,Joe Absolom,3,5.271320012272393
45247,Joe Adler,1,4.0
45248,Joe Alaskey,1,4.0
45249,Joe Alwyn,10,5.916
45250,Joe Anastasio,1,5.5
45251,Joe Anderson,18,5.3523819107324835
45252,Joe Armstrong,1,8.0
45253,Joe Ashman,1,2.714891322241776
45254,Joe Avalon,1,6.0
45255,Joe Balog,1,3.0
45256,Joe Balogh,1,1.5
45257,Joe Belcher,1,5.0
45258,Joe Besser,1,6.25
45259,Joe Bird,1,5.43
45260,Joe Bistaveous,1,3.0
45261,Joe Black,1,7.580175186207954
45262,Joe Blakemore,1,6.75
45263,Joe Bolland,1,4.67
45264,Joe Bostick,1,3.33
45265,Joe Boyd,1,5.642536880450571
45266,Joe Breen,1,5.86
45267,Joe Brooks,1,3.6239402384283546
45268,Joe Brown,1,6.0
45269,Joe Bucaro III,1,4.0
45270,Joe Bugner,4,5.58
45271,Joe Bushkin,1,6.5
45272,Joe Camareno,1,6.014811875582742
45273,Joe Campoy,1,3.5
45274,Joe Canutt,1,7.22
45275,Joe Carnahan,1,6.0
45276,Joe Chrest,14,5.229656175395735
45277,Joe Cicalese,1,4.5
45278,Joe Cipriano,1,4.448744314032285
45279,Joe Claflin,1,5.0
45280,Joe Clarke,1,7.0
45281,Joe Cobden,2,6.96
45282,Joe Cocker,2,7.57
45283,Joe Cole,9,5.748706981906145
45284,Joe Cornish,1,6.85
45285,Joe Corrigall,1,3.808669234143948
45286,Joe Cosgrove,1,6.0
45287,Joe Costa,1,6.384974117939175
45288,Joe Cranford,1,5.3748541708486135
45289,Joe Cummings,1,6.66
45290,Joe D'Amato,1,5.75
45291,Joe D'Onofrio,2,6.640000000000001
45292,Joe Dallesandro,20,5.468
45293,Joe Dann,1,6.43
45294,Joe Dante,3,6.613087941908017
45295,Joe Davers,1,3.0
45296,Joe David Walters,1,6.5
45297,Joe Davis,1,3.994337231093203
45298,Joe De Santis,3,5.4433333333333325
45299,Joe Dempsie,3,6.725846783268032
45300,Joe Desmond,1,5.0
45301,Joe Di Reda,1,7.79
45302,Joe Dinicol,4,3.94
45303,Joe Dolinsky,1,5.0
45304,Joe Don Baker,14,6.359285714285714
45305,Joe Dorsey,2,5.0
45306,Joe Dryden,1,4.0
45307,Joe Dumars,1,7.108941912947537
45308,Joe Duttine,1,7.0
45309,Joe E. Brown,2,8.565000000000001
45310,Joe Egan,3,3.2060924898405188
45311,Joe Egender,3,4.850055823466296
45312,Joe Elliott,1,7.5805273116705765
45313,Joe Estevez,3,5.223333333333334
45314,Joe Fields,1,6.0
45315,Joe Flaherty,3,6.0
45316,Joe Flanigan,3,6.0
45317,Joe Fleishaker,2,5.0
45318,Joe Flynn,6,5.778333333333333
45319,Joe Folau,1,6.0
45320,Joe Frazier,1,6.0
45321,Joe Gabler,1,6.5
45322,Joe Gales,1,2.984099908848434
45323,Joe Gallucci,1,6.0
45324,Joe Germanotta,1,7.024697072364888
45325,Joe Gnoffo,1,5.75
45326,Joe Gonzales,1,4.0
45327,Joe Goossen,1,3.7250112693323385
45328,Joe Greco,1,5.33
45329,Joe Grifasi,11,5.972234050303452
45330,Joe Guarneri,1,5.09
45331,Joe Halpin,1,4.0
45332,Joe Hanley,1,6.0
45333,Joe Harris,1,6.0
45334,Joe Hastings,1,4.0
45335,Joe Herrera,1,4.75
45336,Joe Hickey,1,5.0
45337,Joe Higgins,1,6.0
45338,Joe Holt,1,4.0
45339,Joe Hurley,1,4.5
45340,Joe Hurst,2,6.0
45341,Joe Inscoe,1,6.33
45342,Joe Jackson,1,3.9944546062474107
45343,Joe Jamrog,1,6.469336333676032
45344,Joe Jardy,1,8.0
45345,Joe Jay Jalbert,1,5.25
45346,Joe Jonas,3,4.362470297356709
45347,Joe Kamel,1,3.4385069917875155
45348,Joe Keery,6,6.123333333333334
45349,Joe Knezevich,1,3.0
45350,Joe Labarbera,1,6.014811875582742
45351,Joe Lambie,1,6.0
45352,Joe Lando,10,4.749227817510976
45353,Joe Lara,2,5.0
45354,Joe Lee,1,5.75
45355,Joe Lewis,2,3.25
45356,Joe Lipari,1,8.0
45357,Joe Lo Truglio,5,5.366
45358,Joe Lycett,1,5.0
45359,Joe MacLeod,3,5.124794890077261
45360,Joe Madden,1,5.0
45361,Joe Manganiello,12,4.406789699150104
45362,Joe Manjón,1,8.0
45363,Joe Mantegna,31,5.999354838709677
45364,Joe Mantell,3,6.416666666666667
45365,Joe Mason,1,4.0
45366,Joe Massingill,3,5.0296104921667935
45367,Joe McKay,1,2.0
45368,Joe Meehan,1,2.52981020106356
45369,Joe Mele,1,7.0
45370,Joe Melia,1,4.0
45371,Joe Michael Burke,2,3.131714221272826
45372,Joe Montana,2,4.25
45373,Joe Morton,20,5.647
45374,Joe Namath,2,4.5
45375,Joe Nasser,1,6.0
45376,Joe Neri,1,5.0
45377,Joe Nesnow,1,6.0
45378,Joe Nieves,1,5.97
45379,Joe Norman Shaw,1,4.0
45380,Joe Northcott,1,3.9938677304763726
45381,Joe Ochterbeck,1,4.0
45382,Joe Odagiri,4,5.4575
45383,Joe Ordaz,1,5.5
45384,Joe Palese,2,5.182308424301922
45385,Joe Pallister,1,4.73466171580607
45386,Joe Pantoliano,29,5.579897211291302
45387,Joe Penny,7,4.857142857142857
45388,Joe Perry,1,6.014811875582742
45389,Joe Pesci,27,6.42976530343904
45390,Joe Petruzzi,1,6.0
45391,Joe Pichler,3,6.0
45392,Joe Pilkington,1,8.0
45393,Joe Pingue,3,5.809424937805152
45394,Joe Piscopo,4,5.0175
45395,Joe Pistone,1,4.0
45396,Joe Pollini,1,5.0
45397,Joe Prospero,1,6.44
45398,Joe Putterlik,1,8.0
45399,Joe Pytka,1,6.25
45400,Joe Rea,1,6.0
45401,Joe Reegan,2,5.324142592665311
45402,Joe Regalbuto,8,4.663918569820266
45403,Joe Ricci,1,3.993750355322165
45404,Joe Roach,1,2.9844520343110568
45405,Joe Roberts,1,7.2
45406,Joe Robinson,1,8.1
45407,Joe Rogan,2,4.5
45408,Joe Roseto,1,7.43
45409,Joe Rubbo,1,8.0
45410,Joe Sabatino,1,6.283550961572568
45411,Joe Sagal,1,5.0
45412,Joe Santos,5,6.45
45413,Joe Satriani,1,8.0
45414,Joe Saunders,1,7.17
45415,Joe Sawyer,3,7.266445444558677
45416,Joe Seakatsie,1,6.5
45417,Joe Seneca,2,5.975
45418,Joe Sentieri,3,5.333333333333333
45419,Joe Sheridan,1,3.624057613582562
45420,Joe Shu-Wei Chang,1,5.33
45421,Joe Siffleet,1,7.05
45422,Joe Silvaggio,1,4.67
45423,Joe Silver,2,7.285
45424,Joe Simpson,3,6.396802454860005
45425,Joe Spano,5,5.8
45426,Joe Spinell,6,5.901666666666666
45427,Joe Starr,1,7.53
45428,Joe Stevens,3,5.5566666666666675
45429,Joe Stewardson,1,5.83
45430,Joe Stork,1,8.0
45431,Joe Strummer,4,6.935
45432,Joe Suba,3,3.6666666666666665
45433,Joe Swanberg,11,5.383636363636364
45434,Joe Taslim,2,6.04
45435,Joe Theismann,2,5.73677938077569
45436,Joe Thomas,2,4.440083735199446
45437,Joe Tippett,1,6.17
45438,Joe Toedtling,2,3.9400837351994453
45439,Joe Torry,2,5.5
45440,Joe Turkel,4,6.3225
45441,Joe Unger,5,5.796
45442,Joe Urban,3,6.23
45443,Joe Urla,1,4.0
45444,Joe Vaz,5,4.860820496156958
45445,Joe Verdi,1,6.0
45446,Joe Viterelli,3,4.656666666666666
45447,Joe Weintraub,1,6.86
45448,Joe West,1,6.0
45449,Joe Williamson,1,4.449096439494908
45450,Joe Witkowski,1,4.263428442545652
45451,Joe Zammit Cordina,1,7.62
45452,Joe Zaso,1,7.2
45453,Joe the Dog,1,5.0
45454,Joeffrey,1,7.0
45455,Joel Abadal,1,4.0
45456,Joel Adrian,1,3.808317108681325
45457,Joel Angelino,1,7.6
45458,Joel Barcellos,1,8.0
45459,Joel Barcelos,1,7.5
45460,Joel Basman,10,6.328
45461,Joel Beckett,1,6.5
45462,Joel Beeson,1,4.67
45463,Joel Berti,3,4.364616848603844
45464,Joel Branco,1,6.5
45465,Joel Brooks,2,5.282109927969498
45466,Joel Bryant,1,6.0
45467,Joel Bui,1,4.0
45468,Joel Courtney,6,5.24511831977824
45469,Joel David Moore,8,4.89536555583022
45470,Joel Dawson,1,5.45
45471,Joel Deans,1,4.73466171580607
45472,Joel Edgerton,22,6.15
45473,Joel Eidelsberg,1,7.5805273116705765
45474,Joel Eisenblätter,1,4.0
45475,Joel Ferrer,1,8.67
45476,Joel Fry,7,5.480593959986026
45477,Joel Gagne,2,5.409453278194359
45478,Joel Garland,1,7.18
45479,Joel Gordon,1,3.56
45480,Joel Gretsch,4,4.424905937791371
45481,Joel Grey,6,6.448333333333333
45482,Joel Hoffman,1,6.5
45483,Joel Hogan,1,7.0
45484,Joel Jackshaw,1,5.1
45485,Joel Jackson,2,5.7
45486,Joel Joan,1,8.0
45487,Joel Johnstone,1,3.9945719814016183
45488,Joel Keller,1,5.559583166564207
